2015-06-20T09:00:00,2
2015-06-21T09:00:00,4
2015-06-22T09:00:00,3
2015-06-23T09:00:00,2
2015-06-24T09:00:00,2
2015-06-25T09:00:00,4
2015-06-26T09:00:00,5
2015-06-27T09:00:00,3
2015-06-28T09:00:00,1
2015-08-13T09:00:00,1
2015-08-14T09:00:00,1
2015-08-18T09:00:00,2
2015-08-21T09:00:00,1
2015-08-23T09:00:00,1
2015-08-24T09:00:00,1
2015-08-25T09:00:00,5
2015-08-26T09:00:00,1
2015-08-27T09:00:00,2
2015-08-28T09:00:00,1
2015-08-30T09:00:00,1
2015-08-31T09:00:00,1
2015-09-02T09:00:00,2
2015-09-04T09:00:00,1
2015-09-06T09:00:00,1
2015-09-07T09:00:00,2
2015-09-11T09:00:00,1
2015-09-12T09:00:00,2
2015-09-13T09:00:00,1
2015-09-14T09:00:00,1
2015-09-15T09:00:00,1
2015-09-16T09:00:00,1
2015-09-19T09:00:00,1
2015-09-20T09:00:00,3
2015-09-21T09:00:00,2
2015-09-22T09:00:00,1
2015-09-23T09:00:00,2
2015-09-25T09:00:00,1
2015-09-26T09:00:00,1
2015-09-27T09:00:00,1
2015-10-12T08:00:00,3
2015-10-22T08:00:00,2
2015-11-13T08:00:00,1
2015-11-19T08:00:00,1
2015-11-20T08:00:00,5
2015-11-21T08:00:00,8
2015-11-22T08:00:00,7
2015-11-23T08:00:00,5
2015-11-24T08:00:00,8
2015-11-25T08:00:00,4
2015-11-26T08:00:00,5
2015-11-27T08:00:00,6
2015-11-28T08:00:00,6
2015-11-29T08:00:00,8
2015-11-30T08:00:00,6
2015-12-01T08:00:00,8
2015-12-02T08:00:00,5
2015-12-03T08:00:00,5
2015-12-04T08:00:00,9
2015-12-05T08:00:00,6
2015-12-06T08:00:00,4
2015-12-07T08:00:00,5
2015-12-08T08:00:00,6
2015-12-09T08:00:00,6
2015-12-10T08:00:00,6
2015-12-11T08:00:00,7
2015-12-12T08:00:00,7
2015-12-13T08:00:00,4
2015-12-14T08:00:00,6
2015-12-15T08:00:00,7
2015-12-16T08:00:00,9
2015-12-17T08:00:00,7
2015-12-18T08:00:00,8
2015-12-19T08:00:00,5
2015-12-20T08:00:00,8
2015-12-21T08:00:00,6
2015-12-22T08:00:00,6
2015-12-23T08:00:00,4
2015-12-24T08:00:00,5
2015-12-25T08:00:00,5
2015-12-26T08:00:00,6
2015-12-27T08:00:00,5
2015-12-28T08:00:00,4
2015-12-29T08:00:00,6
2015-12-30T08:00:00,8
2015-12-31T08:00:00,5
2016-02-19T08:00:00,4
2016-02-20T08:00:00,5
2016-02-21T08:00:00,6
2016-02-22T08:00:00,4
2016-02-23T08:00:00,2
2016-02-24T08:00:00,2
2016-02-25T08:00:00,5
2016-02-26T08:00:00,5
2016-02-27T08:00:00,6
2016-02-28T08:00:00,5
2016-02-29T08:00:00,5
2016-03-01T08:00:00,5
2016-03-02T08:00:00,4
2016-03-03T08:00:00,2
2016-03-04T08:00:00,5
2016-03-05T08:00:00,5
2016-03-06T08:00:00,6
2016-03-07T08:00:00,8
2016-03-08T08:00:00,6
2016-03-09T08:00:00,3
2016-03-10T08:00:00,3
2016-03-11T08:00:00,5
2016-03-12T08:00:00,5
2016-03-13T08:00:00,7
2016-03-14T08:00:00,4
2016-03-15T08:00:00,3
2016-03-16T08:00:00,4
2016-03-17T08:00:00,7
2016-03-18T08:00:00,7
2016-03-19T08:00:00,5
2016-03-20T08:00:00,5
2016-03-21T08:00:00,3
2016-03-22T08:00:00,6
2016-03-23T08:00:00,5
2016-03-24T08:00:00,2
2016-03-25T08:00:00,3
2016-03-26T08:00:00,1
2016-05-29T09:00:00,6
2016-05-30T09:00:00,8
2016-05-31T09:00:00,5
2016-06-01T09:00:00,8
2016-06-02T09:00:00,5
2016-06-03T09:00:00,6
2016-06-04T09:00:00,7
2016-06-05T09:00:00,6
2016-06-06T09:00:00,8
2016-06-07T09:00:00,9
2016-06-08T09:00:00,6
2016-06-09T09:00:00,5
2016-06-10T09:00:00,7
2016-06-11T09:00:00,8
2016-06-12T09:00:00,6
2016-06-13T09:00:00,5
2016-06-14T09:00:00,8
2016-06-15T09:00:00,4
2016-06-16T09:00:00,4
2016-06-17T09:00:00,5
2016-06-18T09:00:00,7
2016-06-19T09:00:00,7
2016-06-20T09:00:00,9
2016-06-21T09:00:00,5
2016-06-22T09:00:00,4
2016-06-23T09:00:00,4
2016-06-24T09:00:00,6
2016-06-25T09:00:00,8
2016-06-26T09:00:00,4
2016-06-27T09:00:00,4
