2017-02-13T08:00:00,1,87,10632653
2017-02-14T08:00:00,2,91,9974733
2017-02-15T08:00:00,3,83,9676678
2017-02-16T08:00:00,4,77,9768121
2017-02-17T08:00:00,5,71,9829363
2017-02-18T08:00:00,6,68,8210554
2017-02-19T08:00:00,7,68,8664255
2017-02-20T08:00:00,1,71,8160118
2017-02-21T08:00:00,2,80,7508212
2017-02-22T08:00:00,3,72,7850999
2017-02-23T08:00:00,4,81,6950390
2017-02-24T08:00:00,5,77,7396630
2017-02-25T08:00:00,6,83,7464889
2017-02-26T08:00:00,7,87,8345901
2017-02-27T08:00:00,1,84,8878049
2017-02-28T08:00:00,2,80,8006581
2017-03-01T08:00:00,3,77,7207515
2017-03-02T08:00:00,4,79,7956625
2017-03-03T08:00:00,5,69,6592691
2017-03-04T08:00:00,6,80,7385595
2017-03-05T08:00:00,7,74,8382342
2017-03-06T08:00:00,1,77,7943803
2017-03-07T08:00:00,2,72,7787992
2017-03-08T08:00:00,3,90,9963592
2017-03-09T08:00:00,4,76,9643822
2017-03-10T08:00:00,5,81,7963491
2017-03-11T08:00:00,6,79,7927803
2017-03-12T08:00:00,7,78,9062664
2017-03-13T07:00:00,1,74,8490346
2017-03-14T07:00:00,2,83,7954833
2017-03-15T07:00:00,3,77,7787325
2017-03-16T07:00:00,4,81,7500670
2017-03-17T07:00:00,5,84,7824019
2017-03-18T07:00:00,6,70,8939386
2017-03-19T07:00:00,7,71,9216770
2017-03-20T07:00:00,1,84,8865645
2017-03-21T07:00:00,2,81,9532541
2017-03-22T07:00:00,3,81,8104832
2017-03-23T07:00:00,4,90,7451348
2017-03-24T07:00:00,5,86,7740234
2017-03-25T07:00:00,6,79,7744557
2017-03-26T07:00:00,7,69,8455236
2017-03-27T07:00:00,1,85,7935593
2017-03-28T07:00:00,2,96,7981058
2017-03-29T07:00:00,3,100,9137459
2017-03-30T07:00:00,4,86,9445158
2017-03-31T07:00:00,5,86,9550604
2017-04-01T07:00:00,6,74,8622947
2017-04-02T07:00:00,7,80,8741154
2017-04-03T07:00:00,1,90,9063972
2017-04-04T07:00:00,2,82,9899975
2017-04-05T07:00:00,3,88,8324665
2017-04-06T07:00:00,4,95,9383603
2017-04-07T07:00:00,5,93,8704526
2017-04-08T07:00:00,6,80,8734879
2017-04-09T07:00:00,7,87,8686280
2017-04-10T07:00:00,1,93,8858627
2017-04-11T07:00:00,2,98,7698767
2017-04-12T07:00:00,3,90,10011987
2017-04-13T07:00:00,4,96,11352368
2017-04-14T07:00:00,5,84,11008820
2017-04-15T07:00:00,6,73,10322372
2017-04-16T07:00:00,7,91,11100251
2017-04-17T07:00:00,1,83,12730068
2017-04-18T07:00:00,2,93,11553092
2017-04-19T07:00:00,3,88,11223840
2017-04-20T07:00:00,4,88,9905034
2017-04-21T07:00:00,5,92,10808104
2017-04-22T07:00:00,6,83,10440668
2017-04-23T07:00:00,7,102,10441935
2017-04-24T07:00:00,1,83,12961777
2017-04-25T07:00:00,2,89,10372626
2017-04-26T07:00:00,3,85,8940465
2017-04-27T07:00:00,4,89,11105987
2017-04-28T07:00:00,5,82,9728325
2017-04-29T07:00:00,6,70,10989748
2017-04-30T07:00:00,7,84,11634607
2017-05-01T07:00:00,1,89,11233780
2017-05-02T07:00:00,2,86,12509344
2017-05-03T07:00:00,3,87,9897550
2017-05-04T07:00:00,4,92,10455045
2017-05-05T07:00:00,5,84,10657226
2017-05-06T07:00:00,6,73,9547478
2017-05-07T07:00:00,7,82,9469141
2017-05-08T07:00:00,1,88,9211736
2017-05-09T07:00:00,2,95,10382678
2017-05-10T07:00:00,3,97,10745533
2017-05-11T07:00:00,4,103,9508862
2017-05-12T07:00:00,5,95,8598692
2017-05-13T07:00:00,6,64,10454289
2017-05-14T07:00:00,7,89,9501770
2017-05-15T07:00:00,1,87,10429847
2017-05-16T07:00:00,2,90,11934115
2017-05-17T07:00:00,3,91,10926620
2017-05-18T07:00:00,4,88,13337473
2017-05-19T07:00:00,5,74,12494423
2017-05-20T07:00:00,6,61,11417036
2017-05-21T07:00:00,7,82,10519603
2017-05-22T07:00:00,1,89,11591171
2017-05-23T07:00:00,2,99,12521805
2017-05-24T07:00:00,3,98,13007966
2017-05-25T07:00:00,4,102,13188390
2017-05-26T07:00:00,5,93,12145458
2017-05-27T07:00:00,6,76,10450604
2017-05-28T07:00:00,7,68,10670730
2017-05-29T07:00:00,1,84,11505410
2017-05-30T07:00:00,2,89,11915815
2017-05-31T07:00:00,3,93,12134997
2017-06-01T07:00:00,4,79,11618962
2017-06-02T07:00:00,5,80,12079048
2017-06-03T07:00:00,6,71,12697284
